penalty_id,race_id,driver_id,penalty_type,penalty_points,description 
771,2691,1568,Stop-and-go,0,Picture every interest.
772,1954,2477,Drive-through,1,Which off page part certain very public.
773,995,1668,Stop-and-go,6,Seem catch approach worry product property old man.
774,141,412,Drive-through,0,Cell course high research.
775,2117,466,Drive-through,2,Growth himself nature training.
776,2065,2979,Time Penalty,6,Involve trial before goal life because sense.
777,193,1457,Stop-and-go,1,Garden including trouble hit else factor.
778,99,1775,Time Penalty,6,Teacher might law garden door you.
779,875,956,Drive-through,5,Doctor feel kid probably mention unit reveal.
780,2593,2130,Time Penalty,6,Prepare everyone itself.
781,809,303,Drive-through,7,Half be forget second forward forward break.
782,548,1165,Drive-through,9,Affect safe position sense girl.
783,725,2861,Stop-and-go,0,Help serve attack help tell.
784,688,1137,Stop-and-go,1,Bad sell indeed finish turn arm.
785,233,2292,Time Penalty,6,Tough better center spring huge.
786,1602,1388,Drive-through,5,Character fund common animal.
787,750,1619,Time Penalty,9,Pattern raise indicate ever range approach own.
788,416,2912,Time Penalty,9,Open dog on.
789,2986,993,Time Penalty,4,Authority stop partner some difference window clearly.
790,2750,1610,Stop-and-go,6,Over kitchen physical money join away.
791,2636,560,Stop-and-go,5,Lawyer wear great manage.
792,1448,1810,Drive-through,10,Bag few doctor court admit represent brother.
793,1945,628,Stop-and-go,3,Nature do certainly sense.
794,1611,2443,Time Penalty,6,Current cover thank media affect begin speak.
795,1828,2849,Stop-and-go,4,Maintain player imagine home unit trouble keep.
796,1124,51,Drive-through,2,At attack benefit mouth.
797,1082,259,Drive-through,2,Fish agreement decide nice.
798,518,500,Stop-and-go,6,Behind bank piece interview interview part particularly administration.
799,645,2439,Drive-through,8,No area more bed necessary defense return.
800,1263,146,Drive-through,4,Themselves wonder remember why democratic together.
801,453,2025,Time Penalty,10,Treatment voice lawyer may whatever anything event draw.
802,2860,1704,Time Penalty,3,Throughout today economy budget experience task value.
803,2185,1499,Drive-through,9,Red value strategy result economic guess only recognize.
804,2187,461,Stop-and-go,6,American could believe value tell win medical.
805,1964,2904,Drive-through,10,Move exist size eat pass.
806,2184,1279,Stop-and-go,3,Or truth red although popular past.
807,717,665,Stop-and-go,4,Research yes arm lawyer finish.
808,1667,2962,Time Penalty,2,From care today region article job.
809,2783,1962,Stop-and-go,0,It pay take product.
810,1767,462,Drive-through,9,Style sure audience spend.
811,1934,2206,Time Penalty,9,Support Mrs source soon just research event.
812,2659,2584,Time Penalty,6,Actually feeling protect election story.
813,1568,1564,Stop-and-go,0,Ahead former police agree those.
814,2064,335,Stop-and-go,6,Year tax because attorney maintain drop better.
815,2612,651,Time Penalty,7,Husband site effect provide prepare often day.
816,586,518,Stop-and-go,10,Direction law bad send standard reduce part.
817,2705,2470,Time Penalty,4,Force bag beautiful.
818,1412,1669,Drive-through,6,Director from and argue fight pull always.
819,2878,1286,Stop-and-go,5,Pressure or suffer south today.
820,604,705,Drive-through,1,Choice popular entire himself before.
821,1209,1047,Time Penalty,10,Owner develop sort outside take financial.
822,2515,2390,Time Penalty,6,Fish common scientist throw hear direction.
823,2334,857,Time Penalty,7,Move some better poor.
824,1986,182,Stop-and-go,2,Finish keep training ball find child.
825,379,1470,Stop-and-go,0,Suffer indeed room minute live.
826,2101,614,Time Penalty,3,Head interesting hear nothing create night.
827,1172,1118,Drive-through,10,Health provide something until.
828,275,2378,Drive-through,8,Involve involve author continue on work.
829,1045,273,Time Penalty,7,Party walk good claim about treatment.
830,2842,1824,Drive-through,10,Character which health early nature rather condition still.
831,1190,2301,Time Penalty,10,Safe perhaps discussion pressure person country.
832,2429,480,Stop-and-go,2,Per six win consumer.
833,1670,2513,Stop-and-go,1,Many other Republican democratic hospital.
834,1617,2262,Time Penalty,6,Better draw detail until however property sign.
835,2892,2506,Time Penalty,6,Security hard including.
836,1441,1738,Drive-through,3,Political art arm.
837,2202,132,Stop-and-go,10,Family outside research wide bill his.
838,982,868,Time Penalty,6,Mr movement single commercial nice.
839,1081,1813,Stop-and-go,4,Side all house early.
840,1192,2969,Stop-and-go,5,Single black stage again yourself.
841,2062,1486,Time Penalty,0,Her budget turn range reduce traditional early agree.
842,2001,114,Time Penalty,3,Without eat let data available.
843,124,184,Stop-and-go,0,Very section while modern.
844,817,2279,Stop-and-go,9,Attention strategy sea.
845,1155,34,Time Penalty,9,Police teach indeed century three peace near.
846,651,907,Time Penalty,8,Memory why heart.
847,2099,2728,Stop-and-go,3,Left human hand push officer prevent.
848,1625,2387,Drive-through,8,Guess result tend institution wife particular.
849,947,1867,Stop-and-go,3,Statement out chair Republican expert live task artist.
850,127,1162,Stop-and-go,9,Single carry conference.
851,924,825,Drive-through,1,Summer nothing third during life official plant.
852,454,525,Stop-and-go,1,Us set learn.
853,1217,2928,Time Penalty,7,Film traditional free night.
854,2084,156,Time Penalty,7,Pick man write three.
855,1773,1175,Time Penalty,0,Hot move any believe doctor method resource.
856,437,1387,Time Penalty,7,Hour daughter work.
857,1085,1814,Stop-and-go,9,Memory test put more husband.
858,2661,2439,Stop-and-go,7,Body away bar car.
859,1192,834,Drive-through,7,Himself sound better arrive.
860,2084,1839,Drive-through,4,Candidate join whether western hospital simple what.
861,2687,1767,Time Penalty,8,Visit write look check south system beyond.
862,405,2078,Stop-and-go,1,Young population painting many else.
863,2716,1666,Stop-and-go,1,Or yes easy day friend our.
864,1252,2322,Time Penalty,5,Technology degree tonight not social perhaps.
865,1603,904,Stop-and-go,8,Choose number leader debate from receive.
866,2336,2639,Time Penalty,0,Anything development direction including.
867,511,1281,Stop-and-go,6,Wear identify interview popular movement option.
868,2833,2517,Stop-and-go,10,Could probably within talk yourself task everybody board.
869,2433,1465,Stop-and-go,7,Again compare care decade.
870,380,1663,Drive-through,9,Book usually radio dog.
871,106,149,Time Penalty,7,Her now argue thing reflect find.
872,175,22,Drive-through,9,Surface reflect cell reach speech first care.
873,1625,1021,Drive-through,10,Level stand here lay forget nation.
874,1805,1093,Drive-through,9,Itself middle protect debate write across.
875,354,2303,Drive-through,8,Bar behavior believe country southern difficult may several.
876,2455,1974,Stop-and-go,1,Room indeed red eight view data.
877,34,1017,Drive-through,6,Compare truth why with account future.
878,1885,2893,Stop-and-go,10,Management minute let.
879,509,2464,Drive-through,8,Choose onto charge keep heart seat early.
880,2271,1563,Stop-and-go,4,Benefit draw everybody business.
881,2599,559,Time Penalty,8,Strong buy mission pattern compare according.
882,2657,2836,Time Penalty,1,Pick big college.
883,2805,1070,Time Penalty,0,Worry blood treatment.
884,2683,1894,Stop-and-go,5,Of military dinner method adult west.
885,2846,2494,Drive-through,4,Medical card large.
886,1213,1987,Stop-and-go,0,Right free remain good.
887,550,126,Time Penalty,8,Sing involve less discuss.
888,1980,2322,Drive-through,2,Bank name tell employee end us.
889,2081,2206,Drive-through,4,Beat law safe benefit.
890,1356,2778,Drive-through,3,Serious phone body provide future.
891,931,937,Drive-through,1,Many culture seven talk western record.
892,2704,2436,Drive-through,10,Exactly eight window process hand understand situation.
893,2452,446,Drive-through,2,Represent where behind more sing there.
894,1315,2667,Drive-through,10,Resource ground successful trial certain.
895,2154,1631,Time Penalty,9,People baby act six run authority.
896,2673,2156,Drive-through,2,Prove difference debate final interest quality.
897,2622,2815,Stop-and-go,2,Billion past shoulder bag.
898,1934,840,Drive-through,0,Simple number some.
899,2951,1507,Time Penalty,9,Result industry arm race.
900,539,1382,Drive-through,7,Choice indicate red western.
901,1005,2226,Drive-through,3,Take yard modern toward.
902,2219,1124,Stop-and-go,9,Design name exactly time side.
903,470,1648,Time Penalty,4,Get else anything whether price recent medical.
904,1868,2719,Stop-and-go,7,Mouth audience radio north.
905,397,2071,Drive-through,4,Surface public wife Congress since.
906,1531,82,Drive-through,1,Plant attorney raise future wife.
907,2838,1505,Time Penalty,6,How position man recently.
908,1912,677,Time Penalty,1,Trouble grow take agreement.
909,66,1786,Time Penalty,8,Personal prevent site me half theory teacher mother.
910,2241,198,Time Penalty,4,Police purpose bed would.
911,2310,739,Time Penalty,9,Whatever attention three.
912,1851,2787,Time Penalty,3,Fear difference magazine low exist.
913,2107,41,Time Penalty,6,Six least think arrive light build.
914,2669,587,Time Penalty,10,Us fish mention space.
915,280,522,Time Penalty,3,Me skin reason trip child simply.
916,2165,904,Time Penalty,3,Word tend say range crime especially fast blood.
917,655,1621,Stop-and-go,0,Rate next whatever radio soldier stuff nearly.
918,546,425,Drive-through,8,Campaign boy build goal.
919,2033,958,Drive-through,7,Majority American design.
920,2773,2743,Drive-through,3,Sport purpose me positive wide process.
921,2801,2930,Stop-and-go,8,Human play tree son cost benefit late.
922,2899,1619,Stop-and-go,1,Forget race never green today without wear both.
923,1617,2165,Stop-and-go,0,Nearly seek home color focus change keep star.
924,476,2617,Stop-and-go,2,Attack decade look shoulder girl first.
925,471,2839,Drive-through,4,Strategy fish subject write.
926,769,2190,Drive-through,9,Us there rest system people all radio how.
927,846,2581,Drive-through,6,Reason rise form himself every.
928,1524,2228,Time Penalty,4,Pay father because building worry possible after.
929,1913,1603,Time Penalty,9,Avoid defense yes bad.
930,2939,1137,Drive-through,8,Amount summer measure great its thought beat.
931,2669,886,Stop-and-go,4,Listen majority tough number final receive road.
932,2465,990,Stop-and-go,4,Decision newspaper alone structure pattern.
933,2485,2197,Drive-through,2,Green letter particular ten industry.
934,167,1993,Drive-through,4,Positive seat station building show final light sometimes.
935,135,1173,Drive-through,2,Government without science lose.
936,46,1605,Stop-and-go,0,Hear join song our shoulder listen seat.
937,370,555,Drive-through,5,Half represent leg report election friend call whatever.
938,404,954,Stop-and-go,1,Continue business despite foreign.
939,1417,1749,Stop-and-go,8,Game value five couple media adult allow.
940,2305,1230,Stop-and-go,3,Wall sense prepare safe.
941,44,2348,Drive-through,7,Pass rather house go message go indicate some.
942,2573,1492,Stop-and-go,6,Particularly station animal onto range he lot.
943,1705,623,Drive-through,2,Have serve worry.
944,2967,2897,Time Penalty,9,South ahead apply exist different away.
945,72,1330,Stop-and-go,2,Range low discussion.
946,2778,2870,Time Penalty,5,Mouth market class four of begin.
947,510,1309,Stop-and-go,10,Hold card owner Congress seat else until.
948,2598,1568,Stop-and-go,7,Avoid kind happy cover.
949,2079,1243,Drive-through,6,Public listen power wall term role throw.
950,1717,2996,Time Penalty,1,Organization arrive throw probably director.
951,1386,2610,Time Penalty,0,Cost own crime animal activity.
952,468,11,Drive-through,1,People raise statement.
953,1682,71,Stop-and-go,10,Next place reason ground world likely.
954,2514,1720,Drive-through,4,Choice trial evening arrive.
955,2039,130,Time Penalty,5,State the only read near explain.
956,2814,1118,Time Penalty,7,According TV its traditional movement main.
957,184,584,Drive-through,10,Power minute performance dream student reason.
958,911,2383,Time Penalty,6,Which significant treat minute analysis model.
959,2514,2372,Stop-and-go,10,Send major firm rule.
960,1258,99,Drive-through,5,Group lay fill.
961,2923,2875,Time Penalty,3,Professional item everyone.
962,2865,2051,Stop-and-go,9,Best behavior road city know present as daughter.
963,2248,2858,Stop-and-go,0,Her each trial bring rule sort.
964,2880,2060,Time Penalty,3,Mrs scientist already resource.
965,97,1175,Time Penalty,7,Husband laugh reduce air.
966,177,227,Time Penalty,4,Admit read another degree ability character.
967,570,2288,Time Penalty,0,Lot yourself season Congress.
968,1103,2457,Stop-and-go,5,Wait writer tonight standard attack yes often.
969,1573,1361,Time Penalty,1,Into fast message they.
970,1021,985,Drive-through,6,Fill father bit safe.
971,1966,822,Time Penalty,3,Board quickly laugh car play including.
972,658,2268,Stop-and-go,7,Wish necessary where part send.
973,1703,1366,Time Penalty,3,Brother matter account style serious drug.
974,2952,1927,Stop-and-go,2,Tax administration determine prepare word remain left.
975,1993,1836,Drive-through,3,Fire fire civil improve team.
976,393,2877,Time Penalty,10,Herself watch bar character.
977,2777,1312,Drive-through,2,Course whose rate southern.
978,2944,732,Drive-through,4,Data behind race.
979,742,2806,Time Penalty,3,Level bank score lawyer interview fill.
980,1590,1212,Drive-through,4,Tough author trip our.
981,1176,2769,Stop-and-go,5,Smile strategy experience society first care difference.
982,270,174,Stop-and-go,3,Five above coach perform guess finally heart.
983,2730,1724,Drive-through,8,Effect clearly deal significant.
984,2418,936,Stop-and-go,4,Debate build travel marriage sing visit hotel.
985,2952,137,Time Penalty,5,Feeling toward fill dream Democrat than.
986,34,1806,Drive-through,0,Professional author feeling against learn view trade.
987,2826,1126,Time Penalty,0,Fly country boy include she.
988,767,1862,Stop-and-go,4,Piece skin clearly spend discussion.
989,1212,1044,Stop-and-go,9,Style agency three discover.
990,1586,389,Stop-and-go,3,Worry decision nor almost away up.
991,2085,1271,Drive-through,4,Activity financial tonight magazine.
992,2314,2838,Drive-through,3,Industry miss statement analysis.
993,205,1501,Time Penalty,1,South clear knowledge notice.
994,850,733,Drive-through,0,Network kitchen account create.
995,1243,120,Time Penalty,2,Firm choose series.
996,1988,2091,Drive-through,2,Lot require still specific thought contain daughter.
997,404,126,Time Penalty,2,Course huge picture item.
998,12,622,Stop-and-go,2,Plant old onto friend still ball.
999,2485,2146,Time Penalty,4,Bag yet per dark.
1000,2611,1838,Stop-and-go,2,Pressure should trip early send.
1001,1456,574,Drive-through,10,Development artist own fight stop.
1002,2738,61,Time Penalty,2,Deal could professor guess miss when.
1003,1736,2392,Drive-through,4,No like total oil specific quickly.
1004,1507,446,Stop-and-go,9,Great dog discussion family degree each do.
1005,2375,994,Time Penalty,0,Research rest rise so.
1006,1299,2123,Time Penalty,7,Always eight guy big information month religious.
1007,924,365,Drive-through,6,Open some without official.
1008,2721,2528,Stop-and-go,2,Crime information factor side art.
1009,2393,1791,Stop-and-go,4,Television travel knowledge seek which.
1010,2380,1198,Drive-through,10,Another likely choice member instead store force.
1011,362,1762,Drive-through,6,Try agent position recent direction throughout second husband.
1012,2623,233,Stop-and-go,0,Or memory company long.
1013,2578,2903,Stop-and-go,8,Put society brother.
1014,1193,2362,Stop-and-go,2,Create receive save.
1015,596,2865,Stop-and-go,2,Research same level large.
1016,578,915,Stop-and-go,3,Policy PM head nice five civil.
1017,481,1376,Stop-and-go,7,Less Congress health meeting even develop dinner.
1018,2980,1726,Time Penalty,8,Describe wait available break.
1019,2511,1646,Drive-through,1,Begin past team nearly to research.
1020,1306,1689,Drive-through,3,Almost figure piece adult trip film expert south.
1021,2173,2767,Drive-through,10,Under information know.
1022,2803,1332,Stop-and-go,5,Along kind generation.
1023,2583,2286,Drive-through,3,Example general book gas.
1024,465,1361,Time Penalty,3,Miss wish question consider along.
1025,895,1129,Time Penalty,4,Key method law.
1026,288,682,Time Penalty,2,Price cup offer.
1027,2367,1315,Drive-through,2,Main spend do art appear become.
1028,1777,1407,Stop-and-go,4,Feel eye author trip stuff season reason step.
1029,34,650,Time Penalty,8,Form present occur population common relate.
1030,2485,2213,Stop-and-go,5,Brother card address care language author last.
1031,2688,2160,Time Penalty,2,Concern mean theory while picture movement country.
1032,713,1123,Stop-and-go,4,Home research public team.
1033,1219,1581,Drive-through,7,Season American campaign activity management.
1034,873,1942,Stop-and-go,4,Sometimes might heavy race like group.
1035,1078,104,Stop-and-go,1,Total image person main you size system.
1036,1392,830,Time Penalty,2,Until suddenly simple majority body participant add.
1037,2951,1227,Drive-through,0,Ever receive event thing past animal us worry.
1038,2347,2249,Time Penalty,10,Speech probably series pick finally game common move.
1039,1523,2040,Drive-through,5,Us mouth sell appear.
1040,1105,2839,Drive-through,0,Evidence area design billion film.
1041,53,1461,Time Penalty,2,Question field first ahead.
1042,1724,1936,Drive-through,9,Ahead laugh position city oil past.
1043,556,1633,Stop-and-go,7,Always picture western approach.
1044,2538,474,Drive-through,8,Notice win white carry.
1045,1208,2206,Time Penalty,2,Identify health father attention decade market upon.
1046,2404,511,Drive-through,10,Fund same yes order.
1047,943,1854,Drive-through,0,Religious against base that.
1048,1991,668,Stop-and-go,4,Rather need choose ahead institution.
1049,2166,2922,Time Penalty,2,Question study PM will rate.
1050,1125,207,Drive-through,2,Large sense carry.
1051,1498,1945,Stop-and-go,8,Inside black he center eye.
1052,567,115,Stop-and-go,7,Really billion service group talk both future.
1053,974,1392,Drive-through,10,Beyond true live technology recently.
1054,84,2359,Time Penalty,4,Huge laugh phone involve conference world.
1055,1543,1194,Time Penalty,1,Letter act dark discuss will that why however.
1056,1791,2234,Stop-and-go,4,Example record water individual act their.
1057,2473,512,Time Penalty,2,Way federal others information head see.
1058,1326,869,Drive-through,9,Within PM three old development politics home.
1059,1193,1771,Drive-through,6,Population this dark civil decision look.
1060,2494,1156,Stop-and-go,6,Relationship ready executive case fine alone.
1061,2213,1499,Time Penalty,10,American fall finally.
1062,1532,1461,Time Penalty,3,View create save.
1063,2337,1136,Time Penalty,0,In key yes administration us continue.
1064,257,1292,Time Penalty,5,Form power card too week positive chair.
1065,1324,271,Drive-through,3,Pass rule again specific represent natural child.
1066,774,2076,Drive-through,10,Order deep contain significant couple fill type.
1067,2068,1747,Time Penalty,4,Both control test certain race.
1068,1086,252,Time Penalty,8,Religious certainly Mr spend hear picture near.
1069,716,531,Time Penalty,9,Network sound strategy before town.
1070,140,1015,Time Penalty,9,Late project must hot.
1071,2778,503,Stop-and-go,5,White kind tough might.
1072,2285,2903,Drive-through,4,Would word up job trip.
1073,961,2907,Stop-and-go,10,Kid seat cut very manager thus alone.
1074,942,1012,Drive-through,1,Suggest thousand how leader notice.
1075,1363,2838,Time Penalty,4,Sit turn produce cell out.
1076,100,2657,Drive-through,7,Interesting personal stand pressure animal everything education discover.
1077,2730,1085,Stop-and-go,6,Model relationship along great whether another thank figure.
1078,2881,708,Drive-through,8,Economy coach federal system treatment mouth move.
1079,305,2854,Time Penalty,1,Method country line follow.
1080,627,613,Stop-and-go,10,Little thousand project star player right.
1081,2284,1434,Time Penalty,3,Employee capital the prevent me certain.
1082,2219,2562,Time Penalty,3,Form policy story.
1083,2780,2459,Drive-through,2,Top current summer already.
1084,2209,2567,Stop-and-go,9,Role plan nice drive trial miss.
1085,1289,2489,Stop-and-go,1,Move few deep yes movie property.
1086,515,1690,Stop-and-go,10,Away minute fall.
1087,2527,375,Drive-through,0,Woman we recently according finish.
1088,1786,2409,Time Penalty,2,Yeah direction have out later.
1089,1667,779,Stop-and-go,0,Section onto fight four soon sort network.
1090,2782,812,Stop-and-go,2,Game lead increase any.
1091,1727,2008,Stop-and-go,4,Never behavior service hotel enough.
1092,733,2018,Time Penalty,2,Want later piece woman go thought.
1093,1058,434,Time Penalty,8,Down up return method.
1094,2168,871,Stop-and-go,0,Woman smile in get skin there box.
1095,2220,997,Time Penalty,10,Series after law ten society generation statement.
1096,2246,1192,Time Penalty,3,Cup avoid including everybody.
1097,1616,406,Time Penalty,5,Do material star system.
1098,854,2048,Drive-through,9,Keep eight now level.
1099,141,2307,Stop-and-go,5,Deal take customer certainly buy pay.
1100,1182,2769,Drive-through,1,Another enjoy difficult film.
1101,496,94,Stop-and-go,3,Agreement public whom kind sure six.
1102,2317,745,Drive-through,3,Just exist goal exist such my.
1103,2797,2070,Stop-and-go,5,Girl change treatment life window.
1104,146,159,Stop-and-go,5,Plan star even lawyer call reason language.
1105,1010,270,Stop-and-go,5,Human something street north century determine.
1106,1828,1297,Time Penalty,1,Practice company a ok relate.
1107,2235,1490,Time Penalty,4,Reflect single nation.
1108,959,1206,Stop-and-go,9,Small focus threat bring simply born picture almost.
1109,723,1336,Drive-through,3,Building direction fear.
1110,684,2514,Time Penalty,6,Perform body beat win majority.
1111,81,434,Stop-and-go,4,Us PM son week respond live.
1112,2683,1745,Stop-and-go,9,Message politics across piece similar health clear.
1113,2730,1315,Stop-and-go,1,Around magazine by raise understand require.
1114,2931,1398,Stop-and-go,4,Be but race never account else almost road.
1115,2248,1987,Stop-and-go,10,War it tonight executive.
1116,2715,468,Time Penalty,6,Show drop several perform important issue.
1117,1869,387,Drive-through,2,Party everyone smile say seek policy.
1118,2365,171,Stop-and-go,3,Share even just mind light even position.
1119,2225,2648,Time Penalty,2,Moment daughter same myself first stuff.
1120,1083,1560,Stop-and-go,10,Fall six either country check collection Congress.
1121,1330,2003,Drive-through,1,Information serious federal major must.
1122,2749,2230,Stop-and-go,0,Wife provide culture best toward have health street.
1123,2595,1304,Drive-through,5,Everything claim may human near per.
1124,375,578,Drive-through,3,Difference information least force fish must town seat.
1125,1123,1646,Drive-through,5,Green learn child phone town personal.
1126,441,166,Stop-and-go,2,Order treatment push trial.
1127,1832,1898,Time Penalty,8,Worry can develop little.
1128,66,2357,Time Penalty,10,Dream give improve raise.
1129,503,1411,Stop-and-go,10,Morning among office morning back.
1130,1055,534,Stop-and-go,10,Interest off interest camera low not feel above.
1131,620,1209,Time Penalty,5,Song final away lay wonder sign.
1132,87,481,Stop-and-go,2,Last able west head.
1133,270,1910,Time Penalty,1,Amount condition professor shake.
1134,1033,511,Stop-and-go,9,Such evening do record TV simple produce.
1135,287,888,Stop-and-go,1,Ask involve drop article reach rather lot.
1136,1425,244,Stop-and-go,4,Include it or real what fish.
1137,1297,1835,Stop-and-go,1,True action through energy couple.
1138,306,1401,Drive-through,9,Sport avoid senior blue.
1139,2184,919,Drive-through,3,Car dream which know time protect economic.
1140,1635,1219,Drive-through,1,Concern wonder significant know much drop.
1141,2975,2530,Stop-and-go,6,Pull along imagine heart.
1142,872,2721,Drive-through,6,Yard hard none travel.
1143,308,2237,Drive-through,4,Dark few speech effort.
1144,1358,823,Drive-through,1,Save past movie speak most.
1145,504,2233,Drive-through,8,Many mother usually player professor yeah.
1146,2415,1985,Drive-through,0,Exist executive rather weight letter range go prove.
1147,2174,1563,Time Penalty,7,Suddenly morning of those difficult someone accept.
1148,587,696,Stop-and-go,2,Analysis public blood small.
1149,480,2256,Drive-through,1,Relate role dog only during cup.
1150,1388,2375,Time Penalty,9,Decade get campaign statement camera around choose.
1151,2191,597,Stop-and-go,3,Face later difference shoulder.
1152,2803,19,Time Penalty,3,Opportunity project put society dog.
1153,2035,1563,Stop-and-go,4,Something pick main nothing to.
1154,1513,1502,Time Penalty,7,Data president town increase much entire anything third.
1155,1665,421,Time Penalty,3,Be other student seat general hundred end wide.
1156,2273,1645,Stop-and-go,1,Particular though huge quality.
1157,427,2336,Time Penalty,0,Hair itself best condition population sell last.
1158,390,2132,Drive-through,3,Not whom television.
1159,1819,2099,Drive-through,8,Good help important major move action.
1160,1992,2687,Drive-through,6,Top friend medical indeed space yes seek.
1161,2391,1955,Drive-through,8,Late color over.
1162,778,1742,Drive-through,2,Keep hand no bring early threat dinner imagine.
1163,914,2908,Drive-through,0,Argue early whatever or admit mind.
1164,825,2801,Stop-and-go,8,Director which support.
1165,1988,831,Time Penalty,3,Ok knowledge either prove man second.
1166,139,2641,Drive-through,5,Worry page carry specific policy very always whether.
1167,31,515,Stop-and-go,9,Model second Democrat head.
1168,2215,2153,Drive-through,4,His brother example others that beyond.
1169,930,1437,Drive-through,4,Condition situation anyone economic play at less environmental.
1170,2084,108,Time Penalty,8,Skill up blood rock worry.
1171,37,1438,Time Penalty,5,Wonder join lose game mean economic.
1172,1516,2636,Drive-through,3,Break cold free carry large imagine.
1173,1913,2567,Drive-through,6,Born reality impact miss reach spring.
1174,2920,415,Stop-and-go,10,Choose measure service.
1175,2615,255,Drive-through,4,View name there.
1176,680,1615,Drive-through,7,Opportunity very field.
1177,419,685,Drive-through,3,Everyone almost through probably institution or even.
1178,321,1929,Drive-through,6,Seek who best sit successful nation.
1179,2539,1858,Drive-through,10,Whole practice change until her.
1180,248,2521,Drive-through,9,Trouble part your me Mr.
1181,830,2539,Stop-and-go,4,Return store traditional office.
1182,1039,2589,Stop-and-go,10,Among them believe statement.
1183,374,1699,Time Penalty,3,Fact Mrs plant inside look series.
1184,703,1731,Stop-and-go,4,Write hit environment.
1185,1651,2760,Time Penalty,5,Student effort cost road age gun gun.
1186,606,2418,Stop-and-go,7,Wall back item maybe occur.
1187,1054,1516,Stop-and-go,6,Certainly difference base ago require billion describe.
1188,2972,2635,Time Penalty,6,Site million word case.
1189,106,1147,Stop-and-go,2,Girl nearly able generation use away government subject.
1190,1271,623,Drive-through,9,Fire bank green everybody name along.
1191,1104,725,Drive-through,0,Population how from issue Republican.
1192,13,625,Stop-and-go,6,Hotel know media of Mrs letter per.
1193,550,251,Time Penalty,4,Blue soldier sort determine seek hot.
1194,2944,310,Drive-through,10,Size per remember environmental manage computer family determine.
1195,2250,2784,Time Penalty,10,Figure night attack reduce stage dream region.
1196,2542,2004,Time Penalty,8,Political remember someone painting free artist onto news.
1197,480,725,Stop-and-go,9,History ten attack Mrs future partner.
1198,797,1626,Stop-and-go,10,Say understand plan production.
1199,836,1715,Time Penalty,0,Begin again seat daughter.
1200,2807,1922,Drive-through,7,Open only hour summer position second Mrs.
1201,1160,1990,Time Penalty,9,Discover home raise term.
1202,2645,2910,Stop-and-go,10,Sit side city many.
1203,367,2513,Stop-and-go,5,Race ahead across investment.
1204,220,1088,Stop-and-go,1,Relate mean her.
1205,1301,2770,Drive-through,10,There day capital blue five.
1206,970,2104,Stop-and-go,8,Result hard century city.
1207,1471,2050,Time Penalty,3,Agency now show perform piece particular.
1208,2918,955,Stop-and-go,3,Home page tax southern.
1209,1742,1055,Stop-and-go,3,Fine democratic upon rich address language boy.
1210,2677,823,Stop-and-go,5,Issue successful physical thank second.
1211,2975,817,Drive-through,4,Media serve treatment authority finish them.
1212,983,2761,Stop-and-go,7,Tax once choice during before red analysis.
1213,60,2256,Time Penalty,3,Ahead all store great none.
1214,1611,885,Drive-through,4,Speech way staff gas oil seat increase.
1215,215,659,Stop-and-go,8,Think whom measure condition partner.
1216,2789,812,Time Penalty,8,Reality successful capital page single.
1217,3,342,Stop-and-go,9,Prepare trade administration decade amount pass.
1218,1880,1617,Time Penalty,10,Computer provide history score until final.
1219,1456,743,Time Penalty,2,Born garden discuss future few international attack.
1220,1331,2346,Stop-and-go,2,Fund traditional conference million let bed.
1221,369,1327,Stop-and-go,1,Analysis effort have.
1222,2608,2074,Time Penalty,5,Write while analysis pressure.
1223,1099,1034,Drive-through,2,Leave seat year dream pretty weight.
1224,879,2360,Stop-and-go,4,And can government also develop leader.
1225,1555,1893,Stop-and-go,4,Public though other name car family.
1226,561,2515,Drive-through,4,Whether time play ground product season.
1227,910,573,Stop-and-go,10,Cause always story piece.
1228,1214,2108,Stop-and-go,6,Oil budget final participant friend.
1229,529,2242,Drive-through,2,Law when trip type.
1230,389,355,Drive-through,3,He surface difficult.
1231,2991,1795,Drive-through,9,Medical form join southern better.
1232,2723,1807,Drive-through,3,Only memory across food past whatever ask.
1233,382,2459,Time Penalty,6,Yet see around work pass here.
1234,2886,2554,Drive-through,8,Fire low key stay final nature feeling.
1235,2971,1975,Drive-through,9,Color or write we.
1236,1090,1252,Stop-and-go,5,My return great card international a they.
1237,614,2649,Drive-through,1,Degree task loss throughout lay.
1238,2216,1655,Stop-and-go,10,Personal carry between between as sit first room.
1239,1416,737,Time Penalty,7,They clear adult edge individual campaign front.
1240,2646,2764,Stop-and-go,0,Actually finally campaign war daughter.
1241,1374,419,Time Penalty,5,Let tax last instead few dream.
1242,1208,2128,Drive-through,2,Force type later agreement.
1243,2810,1224,Stop-and-go,1,Style bill himself run.
1244,582,1008,Time Penalty,6,Organization local easy make.
1245,1580,2338,Time Penalty,7,Summer treat performance city else head.
1246,1433,2793,Drive-through,3,Century reach wait into in thousand write.
1247,1675,44,Stop-and-go,0,Hospital seven newspaper west.
1248,1316,1088,Stop-and-go,1,Author either total recognize along threat operation environmental.
1249,1367,79,Time Penalty,4,Draw need increase analysis three stuff.
1250,1424,2196,Drive-through,2,Small like behavior put present arm four pass.
1251,107,354,Drive-through,4,Thought sometimes go apply budget.
1252,686,465,Time Penalty,4,Middle student rise firm pull he do.
1253,1156,2264,Stop-and-go,4,Glass two base gas child.
